Symbol,Date,Open,High,Low,Close,Volume
AAAAX,27-Apr-2018,9.5,9.5,9.5,9.5,0
AAADX,27-Apr-2018,16.89,16.89,16.89,16.89,0
AAAGX,27-Apr-2018,10.97,10.97,10.97,10.97,0
AAAIX,27-Apr-2018,8.34,8.34,8.34,8.34,0
AAANX,27-Apr-2018,12.98,12.98,12.98,12.98,0
AAAPX,27-Apr-2018,9.42,9.42,9.42,9.42,0
AAAQX,27-Apr-2018,9.55,9.55,9.55,9.55,0
AAARX,27-Apr-2018,8.44,8.44,8.44,8.44,0
AAASX,27-Apr-2018,9.42,9.42,9.42,9.42,0
AAATX,27-Apr-2018,10.82,10.82,10.82,10.82,0
AAAUX,27-Apr-2018,8.32,8.32,8.32,8.32,0
AAAVX,27-Apr-2018,9.43,9.43,9.43,9.43,0
AAAWX,27-Apr-2018,9.49,9.49,9.49,9.49,0
AAAZX,27-Apr-2018,9.43,9.43,9.43,9.43,0
AABAX,27-Apr-2018,13.5,13.5,13.5,13.5,0
AABCX,27-Apr-2018,14.71,14.71,14.71,14.71,0
AABFX,27-Apr-2018,13.27,13.27,13.27,13.27,0
AABOX,27-Apr-2018,9.18,9.18,9.18,9.18,0
AABPX,27-Apr-2018,14.75,14.75,14.75,14.75,0
AABSX,27-Apr-2018,17.33,17.33,17.33,17.33,0
AABTX,27-Apr-2018,11.51,11.51,11.51,11.51,0
AABUX,27-Apr-2018,18.86,18.86,18.86,18.86,0
AACBX,27-Apr-2018,13.5,13.5,13.5,13.5,0
AACCX,27-Apr-2018,5.68,5.68,5.68,5.68,0
AACDX,27-Apr-2018,5.78,5.78,5.78,5.78,0
AACFX,27-Apr-2018,29.04,29.04,29.04,29.04,0
AACGX,27-Apr-2018,5.79,5.79,5.79,5.79,0
AACIX,27-Apr-2018,16.76,16.76,16.76,16.76,0
AACOX,27-Apr-2018,14.82,14.82,14.82,14.82,0
AACRX,27-Apr-2018,5.76,5.76,5.76,5.76,0
AACTX,27-Apr-2018,12.53,12.53,12.53,12.53,0
AADAX,27-Apr-2018,16.03,16.03,16.03,16.03,0
AADBX,27-Apr-2018,16.58,16.58,16.58,16.58,0
AADCX,27-Apr-2018,15.86,15.86,15.86,15.86,0
AADDX,27-Apr-2018,16.9,16.9,16.9,16.9,0
AADEX,27-Apr-2018,28.85,28.85,28.85,28.85,0
AADGX,27-Apr-2018,12.75,12.75,12.75,12.75,0
AADIX,27-Apr-2018,16.12,16.12,16.12,16.12,0
AADRX,27-Apr-2018,15.98,15.98,15.98,15.98,0
AADSX,27-Apr-2018,16.02,16.02,16.02,16.02,0
AADTX,27-Apr-2018,13.47,13.47,13.47,13.47,0
AADYX,27-Apr-2018,16.01,16.01,16.01,16.01,0
AAEMX,27-Apr-2018,11.01,11.01,11.01,11.01,0
AAENX,27-Apr-2018,9.9,9.9,9.9,9.9,0
AAERX,27-Apr-2018,20.95,20.95,20.95,20.95,0
AAESX,27-Apr-2018,16.11,16.11,16.11,16.11,0
AAETX,27-Apr-2018,14.51,14.51,14.51,14.51,0
AAFTX,27-Apr-2018,15.02,15.02,15.02,15.02,0
AAGOX,27-Apr-2018,65.7,65.7,65.7,65.7,0
AAGPX,27-Apr-2018,26.78,26.78,26.78,26.78,0
AAGTX,27-Apr-2018,15.41,15.41,15.41,15.41,0
AAHMX,27-Apr-2018,10.15,10.15,10.15,10.15,0
AAHTX,27-Apr-2018,15.66,15.66,15.66,15.66,0
AAHYX,27-Apr-2018,7.36,7.36,7.36,7.36,0
AAIBX,27-Apr-2018,10.27,10.27,10.27,10.27,0
AAIEX,27-Apr-2018,20.93,20.93,20.93,20.93,0
AAIFX,27-Apr-2018,8.36,8.36,8.36,8.36,0
AAIIX,27-Apr-2018,7.89,7.89,7.89,7.89,0
AAINX,27-Apr-2018,10.11,10.11,10.11,10.11,0
AAIPX,27-Apr-2018,20.75,20.75,20.75,20.75,0
AAISX,27-Apr-2018,21.22,21.22,21.22,21.22,0
AALGX,27-Apr-2018,27.88,27.88,27.88,27.88,0
AALRX,27-Apr-2018,28.84,28.84,28.84,28.84,0
AALTX,27-Apr-2018,15.34,15.34,15.34,15.34,0
AAMAX,27-Apr-2018,10.97,10.97,10.97,10.97,0
AAMBX,27-Apr-2018,11.07,11.07,11.07,11.07,0
AAMCX,27-Apr-2018,10.83,10.83,10.83,10.83,0
AAMIX,27-Apr-2018,10.97,10.97,10.97,10.97,0
AAMOX,27-Apr-2018,2.36,2.36,2.36,2.36,0
AAMPX,27-Apr-2018,15.08,15.08,15.08,15.08,0
AAMTX,27-Apr-2018,19.1,19.1,19.1,19.1,0
AANTX,27-Apr-2018,12.56,12.56,12.56,12.56,0
AAOPX,27-Apr-2018,15.19,15.19,15.19,15.19,0
AAPEX,27-Apr-2018,13.95,13.95,13.95,13.95,0
AAPIX,27-Apr-2018,13.98,13.98,13.98,13.98,0
AARAX,27-Apr-2018,7.99,7.99,7.99,7.99,0
AARCX,27-Apr-2018,7.86,7.86,7.86,7.86,0
AARMX,27-Apr-2018,11.77,11.77,11.77,11.77,0
AARYX,27-Apr-2018,8.03,8.03,8.03,8.03,0
AASCX,27-Apr-2018,25.23,25.23,25.23,25.23,0
AASMX,27-Apr-2018,21.99,21.99,21.99,21.99,0
AASOX,27-Apr-2018,25.59,25.59,25.59,25.59,0
AASRX,27-Apr-2018,27.38,27.38,27.38,27.38,0
AASSX,27-Apr-2018,26.02,26.02,26.02,26.02,0
AASTX,27-Apr-2018,9.4,9.4,9.4,9.4,0
AATFX,27-Apr-2018,10.52,10.52,10.52,10.52,0
AATIX,27-Apr-2018,15.92,15.92,15.92,15.92,0
AATSX,27-Apr-2018,16.23,16.23,16.23,16.23,0
AAUPX,27-Apr-2018,18.71,18.71,18.71,18.71,0
AAUSX,27-Apr-2018,10,10,10,10,0
AAUTX,27-Apr-2018,22.71,22.71,22.71,22.71,0
AAVPX,27-Apr-2018,12.39,12.39,12.39,12.39,0
AAWEX,27-Apr-2018,9.52,9.52,9.52,9.52,0
AAWVX,27-Apr-2018,11.25,11.25,11.25,11.25,0
AAZAX,27-Apr-2018,10.89,10.89,10.89,10.89,0
AAZBX,27-Apr-2018,10.87,10.87,10.87,10.87,0
AAZCX,27-Apr-2018,10.87,10.87,10.87,10.87,0
ABAEX,27-Apr-2018,9.76,9.76,9.76,9.76,0
ABALX,27-Apr-2018,26.93,26.93,26.93,26.93,0
ABAMX,27-Apr-2018,22.16,22.16,22.16,22.16,0
ABASX,27-Apr-2018,22.89,22.89,22.89,22.89,0
ABBSX,27-Apr-2018,21.47,21.47,21.47,21.47,0
ABCAX,27-Apr-2018,16.51,16.51,16.51,16.51,0
ABCCX,27-Apr-2018,14.89,14.89,14.89,14.89,0
ABCEX,27-Apr-2018,9.72,9.72,9.72,9.72,0
ABCIX,27-Apr-2018,16.66,16.66,16.66,16.66,0
ABCSX,27-Apr-2018,20.16,20.16,20.16,20.16,0
ABCVX,27-Apr-2018,16.6,16.6,16.6,16.6,0
ABCYX,27-Apr-2018,16.58,16.58,16.58,16.58,0
ABDAX,27-Apr-2018,10.13,10.13,10.13,10.13,0
ABECX,27-Apr-2018,16.39,16.39,16.39,16.39,0
ABEIX,27-Apr-2018,9.66,9.66,9.66,9.66,0
ABEMX,27-Apr-2018,15.79,15.79,15.79,15.79,0
ABERX,27-Apr-2018,9.66,9.66,9.66,9.66,0
ABESX,27-Apr-2018,9.65,9.65,9.65,9.65,0
ABEYX,27-Apr-2018,21.73,21.73,21.73,21.73,0
ABFAX,27-Apr-2018,14.72,14.72,14.72,14.72,0
ABGNX,27-Apr-2018,18.89,18.89,18.89,18.89,0
ABHFX,27-Apr-2018,15.65,15.65,15.65,15.65,0
ABHIX,27-Apr-2018,5.59,5.59,5.59,5.59,0
ABHTX,27-Apr-2018,10.64,10.64,10.64,10.64,0
ABHYX,27-Apr-2018,9.57,9.57,9.57,9.57,0
ABIAX,27-Apr-2018,14.91,14.91,14.91,14.91,0
ABIBX,27-Apr-2018,14.66,14.66,14.66,14.66,0
ABICX,27-Apr-2018,14.6,14.6,14.6,14.6,0
ABIEX,27-Apr-2018,9.71,9.71,9.71,9.71,0
ABIMX,27-Apr-2018,9.78,9.78,9.78,9.78,0
ABINX,27-Apr-2018,18.89,18.89,18.89,18.89,0
ABISX,27-Apr-2018,10.98,10.98,10.98,10.98,0
ABIYX,27-Apr-2018,15.25,15.25,15.25,15.25,0
ABIZX,27-Apr-2018,41.81,41.81,41.81,41.81,0
ABKEX,27-Apr-2018,9.74,9.74,9.74,9.74,0
ABKYX,27-Apr-2018,13.53,13.53,13.53,13.53,0
ABLAX,27-Apr-2018,21.88,21.88,21.88,21.88,0
ABLCX,27-Apr-2018,21.63,21.63,21.63,21.63,0
ABLIX,27-Apr-2018,22.18,22.18,22.18,22.18,0
ABLOX,27-Apr-2018,16.87,16.87,16.87,16.87,0
ABLPX,27-Apr-2018,22.11,22.11,22.11,22.11,0
ABLRX,27-Apr-2018,21.86,21.86,21.86,21.86,0
ABLSX,27-Apr-2018,15.65,15.65,15.65,15.65,0
ABLYX,27-Apr-2018,28.65,28.65,28.65,28.65,0
