Symbol,Date,Open,High,Low,Close,Volume
0AH7.L,30-Apr-2018,29,29.025,28.9,29.025,46
0AI4.L,30-Apr-2018,693.4,695.4,689.4,691.2,5153
0B4R.L,30-Apr-2018,42.9,42.9,42.7,42.7,47
0B67.L,30-Apr-2018,15.915,15.996,15.86,15.915,28038
0BJP.L,30-Apr-2018,2.254,2.396,2.254,2.315,152121
0BNT.L,30-Apr-2018,48.355,48.43,48.355,48.43,9
0BQE.L,30-Apr-2018,435,435,420.5,420.5,5
0CXC.L,30-Apr-2018,16.438,16.656,16.43,16.5475,33697
0DH7.L,30-Apr-2018,129.95,130.25,129.95,130.25,145
0DHJ.L,30-Apr-2018,10.39,10.6,10.39,10.52,21071
0DJV.L,30-Apr-2018,6.04,6.04,6.03,6.03,30
0DK9.L,30-Apr-2018,90.6,91.27,90.6,91.05,130
0DKX.L,30-Apr-2018,75.3,75.3,75.2,75.3,67
0DNH.L,30-Apr-2018,111.8475,112.275,111.7975,112.275,1754
0DNW.L,30-Apr-2018,94.895,96.595,94.595,96.5,15584
0DPM.L,30-Apr-2018,70.05,70.3,70.05,70.25,46
0DPU.L,30-Apr-2018,25.666,25.666,25.43,25.52,231141
0DQ7.L,30-Apr-2018,94.39,94.54,93.92,93.96,3452
0DQH.L,30-Apr-2018,57.75,59,56.9,57.075,19587
0DQZ.L,30-Apr-2018,26.94,26.98,26.94,26.98,420
0DTF.L,30-Apr-2018,73,73,72.9,72.9,12
0DUI.L,30-Apr-2018,167,169.79,167,169.6,120
0DVE.L,30-Apr-2018,5.435,5.455,5.405,5.455,1355
0DXU.L,30-Apr-2018,24.9226,24.9226,24.75,24.75,1464
0DZ0.L,30-Apr-2018,39.6865,39.6865,36.7,36.7,1400
0DZJ.L,30-Apr-2018,89.4,89.98,89.4,89.7,84
0DZT.L,30-Apr-2018,19.028,19.028,18.916,18.916,192
0DZU.L,30-Apr-2018,14.824,14.824,14.734,14.734,102
0E1S.L,30-Apr-2018,19.5,19.61,19.49,19.61,453
0E1Y.L,30-Apr-2018,24.98,24.98,24.96,24.96,140
0E2B.L,30-Apr-2018,994.6908,994.6908,994.6,994.6,27200
0E2N.L,30-Apr-2018,1.891,1.9075,1.891,1.891,6540
0E4H.L,30-Apr-2018,143.2255,143.2255,143.08,143.08,3905
0E4K.L,30-Apr-2018,8.3515,8.3515,8.055,8.065,15479
0E4Q.L,30-Apr-2018,2.7993,2.7993,2.777,2.777,29400
0E6Y.L,30-Apr-2018,60.905,60.905,59.905,59.95,9655
0E77.L,30-Apr-2018,304.75,305.3,304.75,305.3,4990
0E7S.L,30-Apr-2018,89.25,89.25,88.45,88.8,1450
0E8U.L,30-Apr-2018,5.5,5.98,5.5,5.98,2
0EBQ.L,30-Apr-2018,23.964,24.135,23.964,24.085,619866
0EDE.L,30-Apr-2018,105.7903,106.2,105.4,105.4,975
0EEE.L,30-Apr-2018,38.16,38.84,38.16,38.23,30641
0EG8.L,30-Apr-2018,11.58,11.58,11.2905,11.405,1981
0EKR.L,30-Apr-2018,49.75,49.85,49.7,49.7,32
0ELV.L,30-Apr-2018,52.2,52.5,52.2,52.3,26
0ENF.L,30-Apr-2018,359.8858,360,359.8858,360,1532
0EPW.L,30-Apr-2018,151.575,151.575,151.2,151.2,79
0EW0.L,30-Apr-2018,3.2941,3.2941,3.2881,3.292,15907
0EW1.L,30-Apr-2018,182.9,182.9,181.5,181.5,11
0EWD.L,30-Apr-2018,26.5962,26.5962,26.37,26.37,22183
0EX7.L,30-Apr-2018,30.326,30.48,30.105,30.23,13999
0EXG.L,30-Apr-2018,14.5513,14.595,14.5513,14.5675,904
