Symbol,Date,Open,High,Low,Close,Volume
AABB.OB,03-Apr-2018 12:30,0.017,0.017,0.017,0.017,775
AABB.OB,03-Apr-2018 14:45,0.0115,0.0115,0.0115,0.0115,100000
AABB.OB,03-Apr-2018 15:50,0.0115,0.0115,0.0115,0.0115,17000
AACAY.OB,03-Apr-2018 09:35,18.3325,18.3325,18.3325,18.3325,105
AACAY.OB,03-Apr-2018 10:25,18.165,18.165,18.165,18.165,137
AACAY.OB,03-Apr-2018 10:30,18.18,18.18,18.18,18.18,140
AACAY.OB,03-Apr-2018 10:40,18.11,18.11,18.11,18.11,1000
AACAY.OB,03-Apr-2018 10:55,18.13,18.13,18.13,18.13,50
AACAY.OB,03-Apr-2018 11:15,18.255,18.3,18.255,18.3,242
AACAY.OB,03-Apr-2018 11:25,18.19,18.19,18.19,18.19,168
AACAY.OB,03-Apr-2018 11:30,18.2038,18.245,18.2038,18.245,405
AACAY.OB,03-Apr-2018 11:40,18.235,18.235,18.235,18.235,64
AACAY.OB,03-Apr-2018 11:45,18.245,18.3,18.245,18.3,541
AACAY.OB,03-Apr-2018 11:55,18.19,18.19,18.19,18.19,24
AACAY.OB,03-Apr-2018 12:15,18.24,18.24,18.19,18.19,3270
AACAY.OB,03-Apr-2018 12:30,18.19,18.2,18.19,18.19,313
AACAY.OB,03-Apr-2018 13:05,18.225,18.225,18.225,18.225,34
AACAY.OB,03-Apr-2018 13:15,18.19,18.19,18.19,18.19,22
AACAY.OB,03-Apr-2018 13:45,18.24,18.24,18.24,18.24,41
AACAY.OB,03-Apr-2018 13:55,18.3,18.3,18.2175,18.2725,785
AACAY.OB,03-Apr-2018 14:00,18.2175,18.3,18.2175,18.3,1594
AACAY.OB,03-Apr-2018 14:15,18.21,18.21,18.21,18.21,1034
AACAY.OB,03-Apr-2018 14:30,18.19,18.19,18.19,18.19,2100
AACAY.OB,03-Apr-2018 14:50,18.2025,18.2275,18.19,18.2275,338
AACAY.OB,03-Apr-2018 15:05,18.28,18.28,18.28,18.28,105
AACAY.OB,03-Apr-2018 15:15,18.3,18.3,18.24,18.24,38
AACAY.OB,03-Apr-2018 15:25,18.3,18.4,18.3,18.4,1419
AACAY.OB,03-Apr-2018 15:35,18.33,18.33,18.33,18.33,24
AACAY.OB,03-Apr-2018 15:45,18.24,18.38,18.24,18.38,1007
AACAY.OB,03-Apr-2018 15:50,18.2775,18.2775,18.2775,18.2775,49
AACAY.OB,03-Apr-2018 15:55,18.36,18.38,18.24,18.315,2058
AACS.OB,03-Apr-2018 11:55,0.0014,0.0015,0.0014,0.0015,406272
AACTF.OB,03-Apr-2018 09:40,0.1616,0.1616,0.1616,0.1616,900
AAGC.OB,03-Apr-2018 12:30,0.0002,0.0002,0.0002,0.0002,2500
AAGC.OB,03-Apr-2018 14:10,0.0002,0.0002,0.0002,0.0002,2000
AAGH.OB,03-Apr-2018 10:15,0.01,0.01,0.01,0.01,500
AAGH.OB,03-Apr-2018 12:30,0.01,0.01,0.01,0.01,20000
AAGH.OB,03-Apr-2018 12:40,0.0098,0.0098,0.0098,0.0098,80000
AAGH.OB,03-Apr-2018 13:10,0.015,0.015,0.015,0.015,600
AAGH.OB,03-Apr-2018 15:40,0.015,0.015,0.015,0.015,1800
AAGIY.OB,03-Apr-2018 09:30,34.887,34.887,34.887,34.887,1191
AAGIY.OB,03-Apr-2018 09:55,34.48,34.48,34.48,34.48,275
AAGIY.OB,03-Apr-2018 10:15,34.48,34.48,34.41,34.445,5680
AAGIY.OB,03-Apr-2018 10:20,34.4695,34.4695,34.4695,34.4695,452
AAGIY.OB,03-Apr-2018 10:25,34.452,34.452,34.445,34.445,1151
AAGIY.OB,03-Apr-2018 10:30,34.45,34.48,34.45,34.48,288
AAGIY.OB,03-Apr-2018 10:35,34.48,34.48,34.42,34.48,1359
AAGIY.OB,03-Apr-2018 10:40,34.48,34.48,34.42,34.4206,656
AAGIY.OB,03-Apr-2018 10:45,34.48,34.66,34.42,34.42,2626
AAGIY.OB,03-Apr-2018 10:50,34.636,34.636,34.55,34.55,256
AAGIY.OB,03-Apr-2018 10:55,34.55,34.55,34.55,34.55,381
AAGIY.OB,03-Apr-2018 11:00,34.485,34.485,34.454,34.454,429
AAGIY.OB,03-Apr-2018 11:05,34.55,34.55,34.55,34.55,5000
AAGIY.OB,03-Apr-2018 11:10,34.49,34.49,34.49,34.49,265
AAGIY.OB,03-Apr-2018 11:20,34.6,34.6,34.6,34.6,356
AAGIY.OB,03-Apr-2018 11:30,34.69,34.69,34.605,34.61,1132
AAGIY.OB,03-Apr-2018 11:35,34.63,34.63,34.63,34.63,4400
AAGIY.OB,03-Apr-2018 11:45,34.6,34.616,34.6,34.608,1602
AAGIY.OB,03-Apr-2018 11:50,34.68,34.68,34.59,34.59,3291
AAGIY.OB,03-Apr-2018 11:55,34.622,34.63,34.622,34.63,1412
AAGIY.OB,03-Apr-2018 12:00,34.622,34.622,34.55,34.55,5077
AAGIY.OB,03-Apr-2018 12:05,34.63,34.63,34.63,34.63,106
AAGIY.OB,03-Apr-2018 12:10,34.555,34.6,34.555,34.5575,2142
AAGIY.OB,03-Apr-2018 12:15,34.5875,34.6,34.55,34.55,469
AAGIY.OB,03-Apr-2018 12:20,34.6,34.6,34.6,34.6,118
AAGIY.OB,03-Apr-2018 12:30,34.6,34.6,34.575,34.575,2888
AAGIY.OB,03-Apr-2018 12:35,34.6,34.6,34.59,34.59,1096
AAGIY.OB,03-Apr-2018 12:40,34.61,34.61,34.575,34.6,3342
AAGIY.OB,03-Apr-2018 12:55,34.56,34.56,34.55,34.55,3858
AAGIY.OB,03-Apr-2018 13:00,34.59,34.59,34.59,34.59,483
AAGIY.OB,03-Apr-2018 13:05,34.55,34.55,34.55,34.55,440
AAGIY.OB,03-Apr-2018 13:15,34.55,34.58,34.55,34.58,3071
AAGIY.OB,03-Apr-2018 13:20,34.6,34.6,34.575,34.575,1317
AAGIY.OB,03-Apr-2018 13:25,34.555,34.555,34.55,34.55,546
AAGIY.OB,03-Apr-2018 13:35,34.56,34.5825,34.56,34.5825,4123
AAGIY.OB,03-Apr-2018 13:40,34.6,34.605,34.6,34.605,508
AAGIY.OB,03-Apr-2018 13:45,34.605,34.605,34.605,34.605,289
AAGIY.OB,03-Apr-2018 13:50,34.6,34.605,34.6,34.605,450
AAGIY.OB,03-Apr-2018 13:55,34.64,34.65,34.55,34.642,1496
AAGIY.OB,03-Apr-2018 14:00,34.65,34.69,34.57,34.61,7147
AAGIY.OB,03-Apr-2018 14:05,34.6075,34.64,34.6,34.6,1607
AAGIY.OB,03-Apr-2018 14:10,34.58,34.625,34.58,34.585,509
AAGIY.OB,03-Apr-2018 14:15,34.61,34.61,34.57,34.58,10594
AAGIY.OB,03-Apr-2018 14:20,34.57,34.57,34.56,34.565,916
AAGIY.OB,03-Apr-2018 14:25,34.569,34.57,34.56,34.56,2173
AAGIY.OB,03-Apr-2018 14:30,34.569,34.57,34.41,34.41,3662
AAGIY.OB,03-Apr-2018 14:35,34.41,34.53,34.41,34.428,4403
AAGIY.OB,03-Apr-2018 14:40,34.49,34.53,34.49,34.53,411
AAGIY.OB,03-Apr-2018 14:45,34.464,34.464,34.42,34.42,398
AAGIY.OB,03-Apr-2018 14:50,34.52,34.57,34.48,34.57,3579
AAGIY.OB,03-Apr-2018 14:55,34.48,34.57,34.48,34.543,3753
AAGIY.OB,03-Apr-2018 15:00,34.48,34.55,34.46,34.46,6508
AAGIY.OB,03-Apr-2018 15:05,34.49,34.54,34.49,34.54,2812
AAGIY.OB,03-Apr-2018 15:10,34.51,34.685,34.51,34.685,5200
AAGIY.OB,03-Apr-2018 15:15,34.53,34.53,34.46,34.47,13200
AAGIY.OB,03-Apr-2018 15:20,34.48,34.59,34.45,34.46,80242
AAGIY.OB,03-Apr-2018 15:25,34.514,34.514,34.514,34.514,375
AAGIY.OB,03-Apr-2018 15:35,34.555,34.6,34.546,34.59,712
AAGIY.OB,03-Apr-2018 15:40,34.6,34.6,34.51,34.51,2667
AAGIY.OB,03-Apr-2018 15:45,34.54,34.54,34.51,34.51,5482
