Symbol,Date,Open,High,Low,Close,Volume
AAB.TO,30-Apr-2018,0.16,0.16,0.16,0.16,2000
AAR.UN.TO,30-Apr-2018,8.07,8.08,8.06,8.08,1611681
AAV.TO,30-Apr-2018,4.16,4.2,4.09,4.09,901558
ABT.TO,30-Apr-2018,6.99,7.01,6.97,6.97,48428
ABX.TO,30-Apr-2018,17.51,17.56,17.18,17.28,2080466
AC.TO,30-Apr-2018,25.75,26.1,25.24,25.24,2179640
ACB.TO,30-Apr-2018,7.7,8.2,7.68,8.09,8931652
ACB.WT.TO,30-Apr-2018,4.5,4.76,4.44,4.65,124165
ACO.X.TO,30-Apr-2018,39.44,39.44,38.27,38.85,320177
ACO.Y.TO,30-Apr-2018,39.52,39.52,38.5,38.75,1275
ACQ.TO,30-Apr-2018,21.74,22.19,21.65,21.82,78091
ACR.UN.TO,30-Apr-2018,11.09,11.13,11,11.06,22305
ACZ.UN.TO,30-Apr-2018,11.95,11.96,11.95,11.95,700
AD.TO,30-Apr-2018,17.3,17.32,17,17.03,117644
ADC.UN.TO,30-Apr-2018,6.37,6.38,6.37,6.38,1300
ADN.TO,30-Apr-2018,19.55,19.69,19.55,19.69,3379
ADW.A.TO,30-Apr-2018,18.12,18.19,18,18.05,10506
ADW.B.TO,30-Apr-2018,18.1,18.1,18.1,18.1,1500
AEF.TO,30-Apr-2018,2.3,2.42,2.3,2.42,3288
AEF.WT.TO,30-Apr-2018,0.03,0.03,0.03,0.03,22650
AEM.TO,30-Apr-2018,55.88,55.96,53.99,54.03,599156
AEZS.TO,30-Apr-2018,2.1,2.18,2.1,2.18,5100
AFN.TO,30-Apr-2018,52.4,52.84,51.86,52.06,28101
AFN.DB.B.TO,30-Apr-2018,101.51,102.01,101.51,102,32000
AFN.DB.D.TO,30-Apr-2018,101.5,101.5,101.5,101.5,5000
AFN.DB.E.TO,30-Apr-2018,100.75,101,100.75,101,32000
AGF.B.TO,30-Apr-2018,7.13,7.28,6.98,7.05,87145
AGI.TO,30-Apr-2018,6.97,7.02,6.9,6.94,470091
AGT.TO,30-Apr-2018,16.49,16.61,16.31,16.4,148893
AHY.UN.TO,30-Apr-2018,7.69,7.73,7.69,7.73,1400
AI.TO,30-Apr-2018,12.5,12.54,12.39,12.54,31695
AI.DB.TO,30-Apr-2018,99.99,100,99.99,100,19000
AI.DB.B.TO,30-Apr-2018,101,101,101,101,29000
AI.DB.C.TO,30-Apr-2018,99.25,99.25,99,99,70000
AIF.TO,30-Apr-2018,32.33,32.5,32.19,32.3,51090
AIM.TO,30-Apr-2018,2.1,2.25,2.09,2.21,1613253
AIM.PR.A.TO,30-Apr-2018,10.3,11.25,10.3,11.25,3900
AIM.PR.B.TO,30-Apr-2018,10.54,11.5,10.53,11.5,1500
AIM.PR.C.TO,30-Apr-2018,11.55,11.55,11.55,11.55,2300
AJX.TO,30-Apr-2018,0.89,0.9,0.89,0.9,10018
AKG.TO,30-Apr-2018,1.43,1.48,1.35,1.43,401295
AKT.A.TO,30-Apr-2018,7.15,7.3,7.15,7.3,8130
AKU.U.TO,30-Apr-2018,3.86,3.92,3.8,3.92,60132
ALA.TO,30-Apr-2018,24.5,24.93,24.45,24.75,598293
ALA.PR.A.TO,30-Apr-2018,19.9,20.05,19.9,20.04,3500
ALA.PR.B.TO,30-Apr-2018,20.1,20.1,20.1,20.1,100
ALA.PR.E.TO,30-Apr-2018,23.46,23.49,23.46,23.47,608
ALA.PR.G.TO,30-Apr-2018,23.24,23.28,23.22,23.25,2300
ALA.PR.I.TO,30-Apr-2018,25.34,25.6,25.34,25.6,16700
ALA.PR.K.TO,30-Apr-2018,25.05,25.15,25.05,25.12,1200
ALA.PR.U.TO,30-Apr-2018,25.25,25.25,25.05,25.11,4129
ALA.R.TO,30-Apr-2018,25.38,25.94,25.33,25.91,126179
ALC.TO,30-Apr-2018,15.15,15.19,14.76,15.19,8000
ALC.DB.A.TO,30-Apr-2018,105,105,105,105,10000
ALO.TO,30-Apr-2018,2.51,2.52,2.5,2.51,70509
ALS.TO,30-Apr-2018,14.28,14.33,14,14.33,23452
AMM.TO,30-Apr-2018,1.05,1.05,1.05,1.05,3700
ANX.TO,30-Apr-2018,0.4,0.41,0.38,0.39,178572
AOI.TO,30-Apr-2018,1.19,1.21,1.19,1.19,238019
AP.UN.TO,30-Apr-2018,41.29,41.51,41.06,41.48,98142
APH.TO,30-Apr-2018,9.84,10.22,9.81,10.03,3937973
APR.UN.TO,30-Apr-2018,10.58,10.58,10.45,10.5,14657
APS.TO,30-Apr-2018,4.25,4.25,4.11,4.18,6002
AQA.TO,30-Apr-2018,0.25,0.25,0.25,0.25,40405
AQN.TO,30-Apr-2018,12.53,12.6,12.45,12.5,509635
AQN.PR.A.TO,30-Apr-2018,23.6,23.7,23.6,23.7,1000
AQN.PR.D.TO,30-Apr-2018,24.6,24.6,24.51,24.51,2800
AQY.A.TO,30-Apr-2018,9.85,9.85,9.79,9.79,1200
AQY.WT.TO,30-Apr-2018,0.65,0.65,0.65,0.65,700
AR.TO,30-Apr-2018,2.4,2.5,2.33,2.47,514662
ARE.TO,30-Apr-2018,17.87,18.09,17.87,18.05,135558
ARE.DB.B.TO,30-Apr-2018,101.5,101.7,101.5,101.7,7000
ARG.TO,30-Apr-2018,1.02,1.03,0.95,1.02,171030
ARX.TO,30-Apr-2018,14.6,14.69,14.31,14.32,1120954
ARZ.TO,30-Apr-2018,1.82,1.88,1.8,1.83,39727
ASM.TO,30-Apr-2018,1.75,1.8,1.75,1.8,8700
ASND.TO,30-Apr-2018,0.99,0.99,0.96,0.98,22000
ASND.WT.TO,30-Apr-2018,0.32,0.32,0.32,0.32,2000
ASO.TO,30-Apr-2018,4.72,4.73,4.72,4.73,800
ASP.TO,30-Apr-2018,0.35,0.36,0.35,0.36,128550
ASR.TO,30-Apr-2018,2.12,2.17,2.1,2.13,472162
ATA.TO,30-Apr-2018,17.83,17.88,17.57,17.57,82204
ATD.A.TO,30-Apr-2018,58.18,58.18,56.07,56.3,5077
ATD.B.TO,30-Apr-2018,57.49,57.49,55.5,55.51,898729
ATH.TO,30-Apr-2018,1.55,1.6,1.52,1.52,3655080
ATL.TO,30-Apr-2018,0.04,0.04,0.04,0.04,211000
ATP.TO,30-Apr-2018,2.76,2.8,2.76,2.76,52729
ATP.DB.D.TO,30-Apr-2018,100.75,100.75,100.35,100.35,127000
ATP.DB.E.TO,30-Apr-2018,98.75,98.75,98.25,98.25,2248000
ATZ.TO,30-Apr-2018,12.49,12.49,12.17,12.23,62866
AUG.TO,30-Apr-2018,1.72,1.72,1.67,1.7,60819
AUI.UN.TO,30-Apr-2018,10.04,10.12,9.96,9.96,5500
AUMN.TO,30-Apr-2018,0.49,0.53,0.49,0.53,13500
AUP.TO,30-Apr-2018,6.84,6.93,6.69,6.84,33951
AV.UN.TO,30-Apr-2018,10.21,10.3,10.17,10.3,7218
AVL.TO,30-Apr-2018,0.12,0.12,0.12,0.12,201397
AW.UN.TO,30-Apr-2018,32.18,32.2,31.41,31.68,14583
AX.PR.A.TO,30-Apr-2018,22.83,22.83,22.75,22.75,700
AX.PR.E.TO,30-Apr-2018,21.23,21.24,21,21,2700
AX.PR.G.TO,30-Apr-2018,21.22,21.23,21.2,21.2,2700
AX.PR.I.TO,30-Apr-2018,25.25,25.3,25.19,25.3,5249
AX.UN.TO,30-Apr-2018,13.28,13.4,13.28,13.39,268727
AXR.TO,30-Apr-2018,1.93,1.93,1.83,1.89,81051
AZ.TO,30-Apr-2018,4.14,4.14,4.04,4.05,147838
AZP.PR.A.TO,30-Apr-2018,14.82,14.85,14.81,14.85,1700
AZP.PR.B.TO,30-Apr-2018,18.15,18.15,18.15,18.15,300
AZP.PR.C.TO,30-Apr-2018,17.35,17.35,17.35,17.35,2800
AZZ.TO,30-Apr-2018,0.23,0.24,0.23,0.24,13000
BAD.TO,30-Apr-2018,24.45,24.95,24.45,24.73,285007
BAM.A.TO,30-Apr-2018,50.87,51.25,50.86,50.89,834960
BAM.PF.A.TO,30-Apr-2018,24,24.13,23.99,23.99,3305
BAM.PF.B.TO,30-Apr-2018,23.21,23.41,23.19,23.41,9300
BAM.PF.C.TO,30-Apr-2018,21.2,21.4,21.2,21.36,4661
BAM.PF.D.TO,30-Apr-2018,21.47,21.49,21.47,21.48,1500
BAM.PF.E.TO,30-Apr-2018,23.07,23.07,22.86,22.86,4800
BAM.PF.F.TO,30-Apr-2018,24.35,24.35,24.12,24.2,3829
BAM.PF.G.TO,30-Apr-2018,23.85,23.85,23.85,23.85,700
BAM.PF.H.TO,30-Apr-2018,25.9,25.9,25.9,25.9,450
BAM.PF.I.TO,30-Apr-2018,26.06,26.06,25.91,25.91,2361
BAM.PF.J.TO,30-Apr-2018,25.87,25.87,25.65,25.65,1300
BAM.PR.B.TO,30-Apr-2018,16.4,16.84,16.4,16.66,10505
BAM.PR.C.TO,30-Apr-2018,16.7,16.83,16.7,16.74,2506
BAM.PR.E.TO,30-Apr-2018,21.4,21.4,21.26,21.26,1200
BAM.PR.G.TO,30-Apr-2018,18.16,18.33,18.09,18.33,800
BAM.PR.K.TO,30-Apr-2018,16.6,16.7,16.59,16.7,5845
BAM.PR.M.TO,30-Apr-2018,20.81,20.81,20.8,20.8,1181
BAM.PR.N.TO,30-Apr-2018,20.64,20.81,20.64,20.79,875
BAM.PR.R.TO,30-Apr-2018,19.91,20.12,19.91,20.01,3213
BAM.PR.S.TO,30-Apr-2018,20.18,20.18,20.14,20.16,1500
BAM.PR.T.TO,30-Apr-2018,20.4,20.46,20.39,20.45,2300
BAM.PR.X.TO,30-Apr-2018,17.98,17.99,17.89,17.9,3600
BAM.PR.Z.TO,30-Apr-2018,24.22,24.37,24.21,24.36,2129
BAR.TO,30-Apr-2018,0.22,0.22,0.21,0.21,180883
