Symbol,Date,Open,High,Low,Close,Volume
AEDAUD,30-Apr-2018,0.3594,0.3604,0.3594,0.3604,0
AEDCAD,30-Apr-2018,0.3495,0.3498,0.3495,0.3495,0
AEDCHF,30-Apr-2018,0.2689,0.2694,0.2689,0.2694,0
AEDDKK,30-Apr-2018,1.6447,1.6772,1.6447,1.6772,0
AEDEUR,30-Apr-2018,0.2208,0.2251,0.2208,0.2251,0
AEDGBP,30-Apr-2018,0.1977,0.1979,0.1976,0.1978,0
AEDINR,30-Apr-2018,18.132,18.132,18.093,18.093,0
AEDJPY,30-Apr-2018,29.684,29.745,29.684,29.745,0
AEDNOK,30-Apr-2018,2.1328,2.1794,2.1328,2.1794,0
AEDNZD,30-Apr-2018,0.3844,0.3857,0.3844,0.3857,0
AEDPKR,30-Apr-2018,31.43,31.431,31.43,31.431,0
AEDSAR,30-Apr-2018,1.0043,1.0206,1.0043,1.0206,0
AEDSEK,30-Apr-2018,2.3208,2.3765,2.3208,2.3765,0
AEDUSD,30-Apr-2018,0.2722,0.2723,0.2722,0.2722,0
AEDZAR,30-Apr-2018,3.3577,3.3994,3.3455,3.3846,0
ALLGBP,30-Apr-2018,0.0067,0.0067,0.0067,0.0067,0
ARSAUD,30-Apr-2018,0.0643,0.0647,0.0643,0.0647,0
ARSBRL,30-Apr-2018,0.1684,0.1708,0.1683,0.1708,0
ARSCAD,30-Apr-2018,0.0625,0.0627,0.0624,0.0626,0
ARSCHF,30-Apr-2018,0.0481,0.0483,0.0481,0.0483,0
ARSEUR,30-Apr-2018,0.0402,0.0404,0.0402,0.0403,0
ARSGBP,30-Apr-2018,0.0353,0.0355,0.0353,0.0354,0
ARSHKD,30-Apr-2018,0.3819,0.3825,0.3819,0.3824,0
ARSHUF,30-Apr-2018,12.555,12.658,12.555,12.637,0
ARSJPY,30-Apr-2018,5.308,5.329,5.308,5.325,0
ARSMXN,30-Apr-2018,0.9074,0.9156,0.9071,0.9117,0
ARSSGD,30-Apr-2018,0.0645,0.0646,0.0644,0.0646,0
ARSUSD,30-Apr-2018,0.0487,0.0487,0.0487,0.0487,0
ARSZAR,30-Apr-2018,0.6004,0.6082,0.5998,0.6073,0
AUDAED,30-Apr-2018,2.72,2.76,2.72,2.76,0
AUDARS,30-Apr-2018,15.5508,15.5508,15.442,15.4556,0
